ANO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|SEXO|EDAD|CURSODEVIDA|GRUPOEDAD|POBLACION_7
2023|4|San Cristóbal|Mujeres|43|Adultez|40 a 44|2744
2023|4|San Cristóbal|Mujeres|97|Vejez|95 a 99|40
2023|4|San Cristóbal|Mujeres|46|Adultez|45 a 49|2451
2023|4|San Cristóbal|Mujeres|59|Adultez|55 a 59|2413
2023|4|San Cristóbal|Mujeres|64|Vejez|60 a 64|1933
2023|4|San Cristóbal|Mujeres|29|Adultez|25 a 29|3868
2023|4|San Cristóbal|Mujeres|56|Adultez|55 a 59|2481
2023|4|San Cristóbal|Mujeres|51|Adultez|50 a 54|2424
2023|4|San Cristóbal|Mujeres|98|Vejez|95 a 99|30
2023|4|San Cristóbal|Mujeres|36|Adultez|35 a 39|3202
2023|4|San Cristóbal|Mujeres|53|Adultez|50 a 54|2508
2023|4|San Cristóbal|Mujeres|67|Vejez|65 a 69|1578
2023|4|San Cristóbal|Mujeres|15|Adolescencia|15 a 19|2807
2023|4|San Cristóbal|Mujeres|35|Adultez|35 a 39|3177
2023|4|San Cristóbal|Mujeres|60|Vejez|60 a 64|2290
2023|4|San Cristóbal|Mujeres|4|Primera infancia|00 a 04|2879
2023|4|San Cristóbal|Mujeres|7|Infancia|05 a 09|2632
2023|4|San Cristóbal|Mujeres|30|Adultez|30 a 34|3740
2023|4|San Cristóbal|Mujeres|87|Vejez|85 a 89|229
2023|4|San Cristóbal|Mujeres|84|Vejez|80 a 84|382
2023|5|Usme|Hombres|6|Infancia|05 a 09|3074
2023|5|Usme|Hombres|26|Juventud|25 a 29|4082
2023|5|Usme|Hombres|89|Vejez|85 a 89|68
2023|5|Usme|Hombres|45|Adultez|45 a 49|2311
2023|5|Usme|Hombres|84|Vejez|80 a 84|177
2023|5|Usme|Hombres|83|Vejez|80 a 84|194
2023|5|Usme|Hombres|34|Adultez|30 a 34|3294
2023|5|Usme|Hombres|30|Adultez|30 a 34|3777
2023|5|Usme|Hombres|64|Vejez|60 a 64|1449
2023|5|Usme|Hombres|70|Vejez|70 a 74|908
2023|5|Usme|Hombres|91|Vejez|90 a 94|43
2023|5|Usme|Hombres|69|Vejez|65 a 69|1061
2023|5|Usme|Hombres|41|Adultez|40 a 44|2702
2023|5|Usme|Hombres|51|Adultez|50 a 54|2024
2023|5|Usme|Hombres|53|Adultez|50 a 54|1899
2023|5|Usme|Hombres|82|Vejez|80 a 84|225
2023|5|Usme|Hombres|31|Adultez|30 a 34|3681
2023|5|Usme|Hombres|77|Vejez|75 a 79|470
2023|5|Usme|Hombres|98|Vejez|95 a 99|5
2023|5|Usme|Hombres|22|Juventud|20 a 24|3762
2023|5|Usme|Hombres|67|Vejez|65 a 69|1201
2023|5|Usme|Hombres|78|Vejez|75 a 79|437
2023|5|Usme|Hombres|23|Juventud|20 a 24|3764
2023|5|Usme|Hombres|20|Juventud|20 a 24|3454
2023|5|Usme|Hombres|38|Adultez|35 a 39|3024
2023|5|Usme|Hombres|2|Primera infancia|00 a 04|3731
2023|5|Usme|Hombres|3|Primera infancia|00 a 04|3463
2023|5|Usme|Hombres|44|Adultez|40 a 44|2457
2023|5|Usme|Hombres|40|Adultez|40 a 44|2912
2023|5|Usme|Hombres|24|Juventud|20 a 24|3842
2023|5|Usme|Hombres|57|Adultez|55 a 59|1847
2023|5|Usme|Hombres|100|Vejez|100 o más|8
2023|5|Usme|Hombres|74|Vejez|70 a 74|621
2023|5|Usme|Hombres|4|Primera infancia|00 a 04|3263
2023|5|Usme|Hombres|86|Vejez|85 a 89|112
2023|5|Usme|Hombres|13|Adolescencia|10 a 14|3115
2023|5|Usme|Hombres|72|Vejez|70 a 74|750
2023|5|Usme|Hombres|97|Vejez|95 a 99|9
2023|5|Usme|Hombres|1|Primera infancia|00 a 04|3993
2023|5|Usme|Hombres|39|Adultez|35 a 39|2886
2023|5|Usme|Hombres|66|Vejez|65 a 69|1320
2023|5|Usme|Hombres|79|Vejez|75 a 79|358
2023|5|Usme|Hombres|75|Vejez|75 a 79|571
2023|5|Usme|Hombres|80|Vejez|80 a 84|352
2023|5|Usme|Hombres|99|Vejez|95 a 99|3
2023|5|Usme|Hombres|18|Juventud|15 a 19|3161
2023|5|Usme|Hombres|35|Adultez|35 a 39|3190
2023|5|Usme|Hombres|48|Adultez|45 a 49|2050
2023|5|Usme|Hombres|55|Adultez|55 a 59|1903
2023|5|Usme|Hombres|60|Vejez|60 a 64|1681
2023|5|Usme|Hombres|11|Infancia|10 a 14|3212
2023|5|Usme|Hombres|36|Adultez|35 a 39|3047
2023|5|Usme|Hombres|65|Vejez|65 a 69|1434
2023|5|Usme|Hombres|87|Vejez|85 a 89|87
2023|5|Usme|Hombres|29|Adultez|25 a 29|3930
2023|5|Usme|Hombres|42|Adultez|40 a 44|2704
2023|5|Usme|Hombres|5|Primera infancia|05 a 09|3020
2023|5|Usme|Hombres|85|Vejez|85 a 89|136
2023|5|Usme|Hombres|52|Adultez|50 a 54|1944
2023|5|Usme|Hombres|62|Vejez|60 a 64|1502
2023|5|Usme|Hombres|93|Vejez|90 a 94|27
2023|5|Usme|Hombres|8|Infancia|05 a 09|3088
2023|5|Usme|Hombres|95|Vejez|95 a 99|18
2023|5|Usme|Hombres|25|Juventud|25 a 29|3990
2023|5|Usme|Hombres|71|Vejez|70 a 74|933
2023|5|Usme|Hombres|43|Adultez|40 a 44|2575
2023|5|Usme|Hombres|61|Vejez|60 a 64|1626
2023|5|Usme|Hombres|68|Vejez|65 a 69|1107
2023|5|Usme|Hombres|88|Vejez|85 a 89|77
2023|5|Usme|Hombres|12|Adolescencia|10 a 14|3202
2023|5|Usme|Hombres|56|Adultez|55 a 59|1824
2023|5|Usme|Hombres|49|Adultez|45 a 49|2116
2023|5|Usme|Hombres|94|Vejez|90 a 94|17
2023|5|Usme|Hombres|10|Infancia|10 a 14|3144
2023|5|Usme|Hombres|27|Juventud|25 a 29|4143
2023|5|Usme|Hombres|96|Vejez|95 a 99|11
2023|5|Usme|Hombres|9|Infancia|05 a 09|3002
2023|5|Usme|Hombres|7|Infancia|05 a 09|3116
2023|5|Usme|Hombres|15|Adolescencia|15 a 19|3116
2023|5|Usme|Hombres|28|Juventud|25 a 29|3967
2023|5|Usme|Hombres|46|Adultez|45 a 49|2162
2023|5|Usme|Hombres|54|Adultez|50 a 54|1913
2023|5|Usme|Hombres|0|Primera infancia|00 a 04|4189
2023|5|Usme|Hombres|17|Adolescencia|15 a 19|3197
2023|5|Usme|Hombres|73|Vejez|70 a 74|705
2023|5|Usme|Hombres|90|Vejez|90 a 94|45
2023|5|Usme|Hombres|16|Adolescencia|15 a 19|3092
2023|5|Usme|Hombres|21|Juventud|20 a 24|3441
2023|5|Usme|Hombres|33|Adultez|30 a 34|3476
2023|5|Usme|Hombres|50|Adultez|50 a 54|2059
2023|5|Usme|Hombres|19|Juventud|15 a 19|3355
2023|5|Usme|Hombres|32|Adultez|30 a 34|3439
2023|5|Usme|Hombres|63|Vejez|60 a 64|1509
2023|5|Usme|Hombres|37|Adultez|35 a 39|3053
2023|5|Usme|Hombres|47|Adultez|45 a 49|2061
2023|5|Usme|Hombres|76|Vejez|75 a 79|519
2023|5|Usme|Hombres|81|Vejez|80 a 84|318
2023|5|Usme|Hombres|58|Adultez|55 a 59|1754
2023|5|Usme|Hombres|59|Adultez|55 a 59|1726
2023|5|Usme|Hombres|14|Adolescencia|10 a 14|3073
2023|5|Usme|Hombres|92|Vejez|90 a 94|34
2023|5|Usme|Mujeres|54|Adultez|50 a 54|2241
2023|5|Usme|Mujeres|65|Vejez|65 a 69|1571
2023|5|Usme|Mujeres|43|Adultez|40 a 44|2710
2023|5|Usme|Mujeres|57|Adultez|55 a 59|2184
2023|5|Usme|Mujeres|3|Primera infancia|00 a 04|3308
2023|5|Usme|Mujeres|63|Vejez|60 a 64|1734
2023|5|Usme|Mujeres|66|Vejez|65 a 69|1489
2023|5|Usme|Mujeres|78|Vejez|75 a 79|493
2023|5|Usme|Mujeres|40|Adultez|40 a 44|2897
2023|5|Usme|Mujeres|77|Vejez|75 a 79|523
2023|5|Usme|Mujeres|69|Vejez|65 a 69|1207
2023|5|Usme|Mujeres|67|Vejez|65 a 69|1391
2023|5|Usme|Mujeres|86|Vejez|85 a 89|173
2023|5|Usme|Mujeres|21|Juventud|20 a 24|3384
2023|5|Usme|Mujeres|36|Adultez|35 a 39|2996
2023|5|Usme|Mujeres|47|Adultez|45 a 49|2371
2023|5|Usme|Mujeres|50|Adultez|50 a 54|2287
2023|5|Usme|Mujeres|83|Vejez|80 a 84|245
2023|5|Usme|Mujeres|85|Vejez|85 a 89|201
2023|5|Usme|Mujeres|16|Adolescencia|15 a 19|2973
2023|5|Usme|Mujeres|52|Adultez|50 a 54|2277
2023|5|Usme|Mujeres|9|Infancia|05 a 09|2917
2023|5|Usme|Mujeres|72|Vejez|70 a 74|870
2023|5|Usme|Mujeres|82|Vejez|80 a 84|321
2023|5|Usme|Mujeres|38|Adultez|35 a 39|3004
2023|5|Usme|Mujeres|64|Vejez|60 a 64|1719
2023|5|Usme|Mujeres|74|Vejez|70 a 74|756
2023|5|Usme|Mujeres|90|Vejez|90 a 94|91
2023|5|Usme|Mujeres|33|Adultez|30 a 34|3240
2023|5|Usme|Mujeres|79|Vejez|75 a 79|456
2023|5|Usme|Mujeres|30|Adultez|30 a 34|3574
2023|5|Usme|Mujeres|37|Adultez|35 a 39|2990
2023|5|Usme|Mujeres|73|Vejez|70 a 74|792
2023|5|Usme|Mujeres|15|Adolescencia|15 a 19|3015
2023|5|Usme|Mujeres|71|Vejez|70 a 74|1049
2023|5|Usme|Mujeres|22|Juventud|20 a 24|3503
2023|5|Usme|Mujeres|49|Adultez|45 a 49|2373
2023|5|Usme|Mujeres|92|Vejez|90 a 94|57
2023|5|Usme|Mujeres|35|Adultez|35 a 39|3196
2023|5|Usme|Mujeres|55|Adultez|55 a 59|2252
2023|5|Usme|Mujeres|59|Adultez|55 a 59|2046
2023|5|Usme|Mujeres|62|Vejez|60 a 64|1844
2023|5|Usme|Mujeres|5|Primera infancia|05 a 09|2923
2023|5|Usme|Mujeres|24|Juventud|20 a 24|3840
2023|5|Usme|Mujeres|56|Adultez|55 a 59|2161
2023|5|Usme|Mujeres|93|Vejez|90 a 94|52
2023|5|Usme|Mujeres|0|Primera infancia|00 a 04|4002
2023|5|Usme|Mujeres|31|Adultez|30 a 34|3432
2023|5|Usme|Mujeres|4|Primera infancia|00 a 04|3082
2023|5|Usme|Mujeres|27|Juventud|25 a 29|3970
2023|5|Usme|Mujeres|7|Infancia|05 a 09|2858
2023|5|Usme|Mujeres|44|Adultez|40 a 44|2579
2023|5|Usme|Mujeres|29|Adultez|25 a 29|3711
2023|5|Usme|Mujeres|41|Adultez|40 a 44|2985
2023|5|Usme|Mujeres|87|Vejez|85 a 89|160
2023|5|Usme|Mujeres|19|Juventud|15 a 19|3236
2023|5|Usme|Mujeres|80|Vejez|80 a 84|423
2023|5|Usme|Mujeres|39|Adultez|35 a 39|2946
2023|5|Usme|Mujeres|84|Vejez|80 a 84|240
2023|5|Usme|Mujeres|99|Vejez|95 a 99|7
2023|5|Usme|Mujeres|14|Adolescencia|10 a 14|2927
2023|5|Usme|Mujeres|91|Vejez|90 a 94|64
2023|5|Usme|Mujeres|98|Vejez|95 a 99|18
2023|5|Usme|Mujeres|70|Vejez|70 a 74|1104
2023|5|Usme|Mujeres|97|Vejez|95 a 99|20
2023|5|Usme|Mujeres|34|Adultez|30 a 34|3196
2023|5|Usme|Mujeres|8|Infancia|05 a 09|2855
2023|5|Usme|Mujeres|48|Adultez|45 a 49|2262
2023|5|Usme|Mujeres|76|Vejez|75 a 79|634
2023|5|Usme|Mujeres|60|Vejez|60 a 64|2013
2023|5|Usme|Mujeres|94|Vejez|90 a 94|40
2023|5|Usme|Mujeres|18|Juventud|15 a 19|3080
2023|5|Usme|Mujeres|25|Juventud|25 a 29|3926
2023|5|Usme|Mujeres|89|Vejez|85 a 89|103
2023|5|Usme|Mujeres|88|Vejez|85 a 89|126
2023|5|Usme|Mujeres|26|Juventud|25 a 29|3940
2023|5|Usme|Mujeres|28|Juventud|25 a 29|3873
2023|5|Usme|Mujeres|100|Vejez|100 o más|34
2023|5|Usme|Mujeres|11|Infancia|10 a 14|2928
2023|5|Usme|Mujeres|95|Vejez|95 a 99|32
2023|5|Usme|Mujeres|51|Adultez|50 a 54|2246
2023|5|Usme|Mujeres|61|Vejez|60 a 64|1960
2023|5|Usme|Mujeres|68|Vejez|65 a 69|1278
2023|5|Usme|Mujeres|12|Adolescencia|10 a 14|2926
2023|5|Usme|Mujeres|23|Juventud|20 a 24|3671
2023|5|Usme|Mujeres|32|Adultez|30 a 34|3321
2023|5|Usme|Mujeres|2|Primera infancia|00 a 04|3593
2023|5|Usme|Mujeres|20|Juventud|20 a 24|3322
2023|5|Usme|Mujeres|17|Adolescencia|15 a 19|3061
2023|5|Usme|Mujeres|45|Adultez|45 a 49|2530
2023|5|Usme|Mujeres|6|Infancia|05 a 09|3006
2023|5|Usme|Mujeres|58|Adultez|55 a 59|2081
2023|5|Usme|Mujeres|81|Vejez|80 a 84|364
2023|5|Usme|Mujeres|46|Adultez|45 a 49|2426
2023|5|Usme|Mujeres|13|Adolescencia|10 a 14|2987
2023|5|Usme|Mujeres|53|Adultez|50 a 54|2262
2023|5|Usme|Mujeres|75|Vejez|75 a 79|697
2023|5|Usme|Mujeres|10|Infancia|10 a 14|2959
2023|5|Usme|Mujeres|1|Primera infancia|00 a 04|3793
2023|5|Usme|Mujeres|42|Adultez|40 a 44|2719
2023|5|Usme|Mujeres|96|Vejez|95 a 99|22
2023|6|Tunjuelito|Hombres|6|Infancia|05 a 09|1132
2023|6|Tunjuelito|Hombres|52|Adultez|50 a 54|975
2023|6|Tunjuelito|Hombres|87|Vejez|85 a 89|86
2023|6|Tunjuelito|Hombres|90|Vejez|90 a 94|49
2023|6|Tunjuelito|Hombres|5|Primera infancia|05 a 09|1158
2023|6|Tunjuelito|Hombres|10|Infancia|10 a 14|1148
2023|6|Tunjuelito|Hombres|75|Vejez|75 a 79|314
2023|6|Tunjuelito|Hombres|45|Adultez|45 a 49|1082
2023|6|Tunjuelito|Hombres|71|Vejez|70 a 74|453
2023|6|Tunjuelito|Hombres|99|Vejez|95 a 99|10
2023|6|Tunjuelito|Hombres|9|Infancia|05 a 09|1108
2023|6|Tunjuelito|Hombres|51|Adultez|50 a 54|913
2023|6|Tunjuelito|Hombres|17|Adolescencia|15 a 19|1187
2023|6|Tunjuelito|Hombres|85|Vejez|85 a 89|106
2023|6|Tunjuelito|Hombres|97|Vejez|95 a 99|13
2023|6|Tunjuelito|Hombres|28|Juventud|25 a 29|1893
2023|6|Tunjuelito|Hombres|43|Adultez|40 a 44|1181
2023|6|Tunjuelito|Hombres|94|Vejez|90 a 94|34
2023|6|Tunjuelito|Hombres|91|Vejez|90 a 94|47
2023|6|Tunjuelito|Hombres|35|Adultez|35 a 39|1567
2023|6|Tunjuelito|Hombres|74|Vejez|70 a 74|317
2023|6|Tunjuelito|Hombres|1|Primera infancia|00 a 04|1682
2023|6|Tunjuelito|Hombres|65|Vejez|65 a 69|729
2023|6|Tunjuelito|Hombres|76|Vejez|75 a 79|288
2023|6|Tunjuelito|Hombres|88|Vejez|85 a 89|69
2023|6|Tunjuelito|Hombres|2|Primera infancia|00 a 04|1561
2023|6|Tunjuelito|Hombres|56|Adultez|55 a 59|962
2023|6|Tunjuelito|Hombres|25|Juventud|25 a 29|1849
2023|6|Tunjuelito|Hombres|92|Vejez|90 a 94|33
2023|6|Tunjuelito|Hombres|0|Primera infancia|00 a 04|1786
2023|6|Tunjuelito|Hombres|42|Adultez|40 a 44|1280
2023|6|Tunjuelito|Hombres|49|Adultez|45 a 49|931
2023|6|Tunjuelito|Hombres|8|Infancia|05 a 09|1101
2023|6|Tunjuelito|Hombres|31|Adultez|30 a 34|1764
2023|6|Tunjuelito|Hombres|54|Adultez|50 a 54|891
2023|6|Tunjuelito|Hombres|60|Vejez|60 a 64|927
2023|6|Tunjuelito|Hombres|69|Vejez|65 a 69|514
2023|6|Tunjuelito|Hombres|78|Vejez|75 a 79|214
2023|6|Tunjuelito|Hombres|13|Adolescencia|10 a 14|1103
2023|6|Tunjuelito|Hombres|48|Adultez|45 a 49|930
2023|6|Tunjuelito|Hombres|100|Vejez|100 o más|20
2023|6|Tunjuelito|Hombres|72|Vejez|70 a 74|426
2023|6|Tunjuelito|Hombres|80|Vejez|80 a 84|174
2023|6|Tunjuelito|Hombres|96|Vejez|95 a 99|15
2023|6|Tunjuelito|Hombres|46|Adultez|45 a 49|1025
2023|6|Tunjuelito|Hombres|82|Vejez|80 a 84|145
2023|6|Tunjuelito|Hombres|34|Adultez|30 a 34|1582
2023|6|Tunjuelito|Hombres|16|Adolescencia|15 a 19|1149
2023|6|Tunjuelito|Hombres|37|Adultez|35 a 39|1416
2023|6|Tunjuelito|Hombres|11|Infancia|10 a 14|1099
2023|6|Tunjuelito|Hombres|21|Juventud|20 a 24|1407
2023|6|Tunjuelito|Hombres|32|Adultez|30 a 34|1698
2023|6|Tunjuelito|Hombres|41|Adultez|40 a 44|1315
2023|6|Tunjuelito|Hombres|70|Vejez|70 a 74|492
2023|6|Tunjuelito|Hombres|98|Vejez|95 a 99|10
2023|6|Tunjuelito|Hombres|15|Adolescencia|15 a 19|1123
2023|6|Tunjuelito|Hombres|27|Juventud|25 a 29|1952
2023|6|Tunjuelito|Hombres|63|Vejez|60 a 64|802
2023|6|Tunjuelito|Hombres|12|Adolescencia|10 a 14|1094
2023|6|Tunjuelito|Hombres|64|Vejez|60 a 64|750
2023|6|Tunjuelito|Hombres|61|Vejez|60 a 64|928
2023|6|Tunjuelito|Hombres|3|Primera infancia|00 a 04|1438
2023|6|Tunjuelito|Hombres|14|Adolescencia|10 a 14|1101
2023|6|Tunjuelito|Hombres|23|Juventud|20 a 24|1744
2023|6|Tunjuelito|Hombres|40|Adultez|40 a 44|1364
2023|6|Tunjuelito|Hombres|53|Adultez|50 a 54|930
2023|6|Tunjuelito|Hombres|58|Adultez|55 a 59|951
2023|6|Tunjuelito|Hombres|44|Adultez|40 a 44|1146
2023|6|Tunjuelito|Hombres|66|Vejez|65 a 69|684
2023|6|Tunjuelito|Hombres|68|Vejez|65 a 69|572
2023|6|Tunjuelito|Hombres|29|Adultez|25 a 29|1946
2023|6|Tunjuelito|Hombres|33|Adultez|30 a 34|1669
2023|6|Tunjuelito|Hombres|38|Adultez|35 a 39|1400
2023|6|Tunjuelito|Hombres|36|Adultez|35 a 39|1542
2023|6|Tunjuelito|Hombres|47|Adultez|45 a 49|988
2023|6|Tunjuelito|Hombres|89|Vejez|85 a 89|63
2023|6|Tunjuelito|Hombres|22|Juventud|20 a 24|1608
2023|6|Tunjuelito|Hombres|57|Adultez|55 a 59|980
2023|6|Tunjuelito|Hombres|93|Vejez|90 a 94|31
2023|6|Tunjuelito|Hombres|4|Primera infancia|00 a 04|1329
2023|6|Tunjuelito|Hombres|18|Juventud|15 a 19|1278
2023|6|Tunjuelito|Hombres|50|Adultez|50 a 54|936
2023|6|Tunjuelito|Hombres|84|Vejez|80 a 84|130
2023|6|Tunjuelito|Hombres|62|Vejez|60 a 64|837
2023|6|Tunjuelito|Hombres|67|Vejez|65 a 69|559
2023|6|Tunjuelito|Hombres|81|Vejez|80 a 84|162
2023|6|Tunjuelito|Hombres|24|Juventud|20 a 24|1843
2023|6|Tunjuelito|Hombres|30|Adultez|30 a 34|1816
2023|6|Tunjuelito|Hombres|79|Vejez|75 a 79|191
2023|6|Tunjuelito|Hombres|19|Juventud|15 a 19|1280
2023|6|Tunjuelito|Hombres|26|Juventud|25 a 29|1865
2023|6|Tunjuelito|Hombres|73|Vejez|70 a 74|363
2023|6|Tunjuelito|Hombres|95|Vejez|95 a 99|21
2023|6|Tunjuelito|Hombres|7|Infancia|05 a 09|1117
2023|6|Tunjuelito|Hombres|39|Adultez|35 a 39|1378
2023|6|Tunjuelito|Hombres|20|Juventud|20 a 24|1314
2023|6|Tunjuelito|Hombres|55|Adultez|55 a 59|979
2023|6|Tunjuelito|Hombres|59|Adultez|55 a 59|897
2023|6|Tunjuelito|Hombres|83|Vejez|80 a 84|141
2023|6|Tunjuelito|Hombres|86|Vejez|85 a 89|90
2023|6|Tunjuelito|Hombres|77|Vejez|75 a 79|254
2023|6|Tunjuelito|Mujeres|74|Vejez|70 a 74|452
2023|6|Tunjuelito|Mujeres|77|Vejez|75 a 79|358
2023|6|Tunjuelito|Mujeres|89|Vejez|85 a 89|111
2023|6|Tunjuelito|Mujeres|8|Infancia|05 a 09|1083
2023|6|Tunjuelito|Mujeres|15|Adolescencia|15 a 19|1132
2023|6|Tunjuelito|Mujeres|66|Vejez|65 a 69|779
2023|6|Tunjuelito|Mujeres|98|Vejez|95 a 99|23
2023|6|Tunjuelito|Mujeres|37|Adultez|35 a 39|1394
2023|6|Tunjuelito|Mujeres|35|Adultez|35 a 39|1392
2023|6|Tunjuelito|Mujeres|94|Vejez|90 a 94|54
2023|6|Tunjuelito|Mujeres|84|Vejez|80 a 84|206
2023|6|Tunjuelito|Mujeres|23|Juventud|20 a 24|1514
2023|6|Tunjuelito|Mujeres|79|Vejez|75 a 79|308
2023|6|Tunjuelito|Mujeres|78|Vejez|75 a 79|292
2023|6|Tunjuelito|Mujeres|92|Vejez|90 a 94|75
2023|6|Tunjuelito|Mujeres|39|Adultez|35 a 39|1305
2023|6|Tunjuelito|Mujeres|56|Adultez|55 a 59|1170
2023|6|Tunjuelito|Mujeres|70|Vejez|70 a 74|575
2023|6|Tunjuelito|Mujeres|32|Adultez|30 a 34|1596
2023|6|Tunjuelito|Mujeres|36|Adultez|35 a 39|1432
2023|6|Tunjuelito|Mujeres|48|Adultez|45 a 49|1053
2023|6|Tunjuelito|Mujeres|62|Vejez|60 a 64|987
2023|6|Tunjuelito|Mujeres|1|Primera infancia|00 a 04|1617
2023|6|Tunjuelito|Mujeres|19|Juventud|15 a 19|1196
2023|6|Tunjuelito|Mujeres|30|Adultez|30 a 34|1704
2023|6|Tunjuelito|Mujeres|57|Adultez|55 a 59|1101
2023|6|Tunjuelito|Mujeres|33|Adultez|30 a 34|1596
2023|6|Tunjuelito|Mujeres|45|Adultez|45 a 49|1153
2023|6|Tunjuelito|Mujeres|44|Adultez|40 a 44|1153
2023|6|Tunjuelito|Mujeres|68|Vejez|65 a 69|661
2023|6|Tunjuelito|Mujeres|95|Vejez|95 a 99|43
2023|6|Tunjuelito|Mujeres|75|Vejez|75 a 79|410
2023|6|Tunjuelito|Mujeres|88|Vejez|85 a 89|129
2023|6|Tunjuelito|Mujeres|12|Adolescencia|10 a 14|1024
2023|6|Tunjuelito|Mujeres|31|Adultez|30 a 34|1609
2023|6|Tunjuelito|Mujeres|10|Infancia|10 a 14|1044
2023|6|Tunjuelito|Mujeres|18|Juventud|15 a 19|1121
2023|6|Tunjuelito|Mujeres|47|Adultez|45 a 49|1056
2023|6|Tunjuelito|Mujeres|2|Primera infancia|00 a 04|1504
2023|6|Tunjuelito|Mujeres|42|Adultez|40 a 44|1235
2023|6|Tunjuelito|Mujeres|7|Infancia|05 a 09|1112
2023|6|Tunjuelito|Mujeres|13|Adolescencia|10 a 14|1097
2023|6|Tunjuelito|Mujeres|61|Vejez|60 a 64|1021
2023|6|Tunjuelito|Mujeres|97|Vejez|95 a 99|32
2023|6|Tunjuelito|Mujeres|52|Adultez|50 a 54|1103
2023|6|Tunjuelito|Mujeres|55|Adultez|55 a 59|1063
2023|6|Tunjuelito|Mujeres|69|Vejez|65 a 69|640
2023|6|Tunjuelito|Mujeres|51|Adultez|50 a 54|1115
2023|6|Tunjuelito|Mujeres|27|Juventud|25 a 29|1762
2023|6|Tunjuelito|Mujeres|3|Primera infancia|00 a 04|1380
2023|6|Tunjuelito|Mujeres|11|Infancia|10 a 14|1044
2023|6|Tunjuelito|Mujeres|25|Juventud|25 a 29|1621
2023|6|Tunjuelito|Mujeres|71|Vejez|70 a 74|549
2023|6|Tunjuelito|Mujeres|86|Vejez|85 a 89|156
2023|6|Tunjuelito|Mujeres|91|Vejez|90 a 94|91
2023|6|Tunjuelito|Mujeres|41|Adultez|40 a 44|1259
2023|6|Tunjuelito|Mujeres|76|Vejez|75 a 79|407
2023|6|Tunjuelito|Mujeres|81|Vejez|80 a 84|236
2023|6|Tunjuelito|Mujeres|9|Infancia|05 a 09|1060
2023|6|Tunjuelito|Mujeres|46|Adultez|45 a 49|1102
2023|6|Tunjuelito|Mujeres|67|Vejez|65 a 69|749
2023|6|Tunjuelito|Mujeres|28|Juventud|25 a 29|1763
2023|6|Tunjuelito|Mujeres|53|Adultez|50 a 54|1113
2023|6|Tunjuelito|Mujeres|73|Vejez|70 a 74|480
2023|6|Tunjuelito|Mujeres|0|Primera infancia|00 a 04|1713
2023|6|Tunjuelito|Mujeres|93|Vejez|90 a 94|66
2023|6|Tunjuelito|Mujeres|100|Vejez|100 o más|46
2023|6|Tunjuelito|Mujeres|16|Adolescencia|15 a 19|1080
2023|6|Tunjuelito|Mujeres|50|Adultez|50 a 54|1026
2023|6|Tunjuelito|Mujeres|96|Vejez|95 a 99|31
2023|6|Tunjuelito|Mujeres|99|Vejez|95 a 99|20
2023|6|Tunjuelito|Mujeres|43|Adultez|40 a 44|1234
2023|6|Tunjuelito|Mujeres|65|Vejez|65 a 69|827
2023|6|Tunjuelito|Mujeres|90|Vejez|90 a 94|96
2023|6|Tunjuelito|Mujeres|4|Primera infancia|00 a 04|1273
2023|6|Tunjuelito|Mujeres|80|Vejez|80 a 84|286
2023|6|Tunjuelito|Mujeres|87|Vejez|85 a 89|129
2023|6|Tunjuelito|Mujeres|20|Juventud|20 a 24|1270
2023|6|Tunjuelito|Mujeres|49|Adultez|45 a 49|1052
2023|6|Tunjuelito|Mujeres|14|Adolescencia|10 a 14|1144
2023|6|Tunjuelito|Mujeres|29|Adultez|25 a 29|1713
2023|6|Tunjuelito|Mujeres|64|Vejez|60 a 64|873
2023|6|Tunjuelito|Mujeres|6|Infancia|05 a 09|1094
2023|6|Tunjuelito|Mujeres|21|Juventud|20 a 24|1311
2023|6|Tunjuelito|Mujeres|82|Vejez|80 a 84|225
2023|6|Tunjuelito|Mujeres|54|Adultez|50 a 54|1090
2023|6|Tunjuelito|Mujeres|34|Adultez|30 a 34|1508
2023|6|Tunjuelito|Mujeres|58|Adultez|55 a 59|1081
2023|6|Tunjuelito|Mujeres|5|Primera infancia|05 a 09|1045
2023|6|Tunjuelito|Mujeres|38|Adultez|35 a 39|1302
2023|6|Tunjuelito|Mujeres|40|Adultez|40 a 44|1241
2023|6|Tunjuelito|Mujeres|59|Adultez|55 a 59|1022
2023|6|Tunjuelito|Mujeres|63|Vejez|60 a 64|936
2023|6|Tunjuelito|Mujeres|72|Vejez|70 a 74|509
2023|6|Tunjuelito|Mujeres|24|Juventud|20 a 24|1565
2023|6|Tunjuelito|Mujeres|60|Vejez|60 a 64|1018
2023|6|Tunjuelito|Mujeres|22|Juventud|20 a 24|1377
2023|6|Tunjuelito|Mujeres|85|Vejez|85 a 89|186
2023|6|Tunjuelito|Mujeres|17|Adolescencia|15 a 19|1125
2023|6|Tunjuelito|Mujeres|26|Juventud|25 a 29|1693
2023|6|Tunjuelito|Mujeres|83|Vejez|80 a 84|188
2023|7|Bosa|Hombres|14|Adolescencia|10 a 14|5510
2023|7|Bosa|Hombres|10|Infancia|10 a 14|5370
2023|7|Bosa|Hombres|31|Adultez|30 a 34|6724
2023|7|Bosa|Hombres|23|Juventud|20 a 24|6814
